Time_us	Amplitude_V
720100.00	2.8245
720150.00	3.0919
720200.00	3.4217
720250.00	3.6926
720300.00	3.8476
720350.00	4.0544
720400.00	4.5063
720450.00	4.5706
720500.00	4.6560
720550.00	4.6527
720600.00	4.5392
720650.00	4.7515
720700.00	4.5172
720750.00	4.2385
720800.00	4.0115
720850.00	3.5875
720900.00	3.4322
720950.00	2.9413
721000.00	2.4038
721050.00	1.8870
721100.00	1.3280
721150.00	0.6991
721200.00	0.3766
721250.00	0.1110
721300.00	0.0000
721350.00	0.0000
721400.00	0.0000
721450.00	0.0000
721500.00	0.0000
721550.00	0.0000
721600.00	0.0496
721650.00	0.3208
721700.00	0.7559
721750.00	0.9591
721800.00	1.2959
721850.00	1.4168
721900.00	1.8377
721950.00	2.3976
722000.00	2.3251
722050.00	3.0305
722100.00	3.2126
722150.00	3.3356
722200.00	3.5882
722250.00	4.1685
722300.00	4.3515
722350.00	4.3933
722400.00	4.6276
722450.00	4.7083
722500.00	4.9375
722550.00	4.9272
722600.00	5.0000
722650.00	5.0000
722700.00	4.8746
722750.00	4.5725
722800.00	4.2710
722850.00	4.1165
722900.00	3.6150
722950.00	3.2926
723000.00	2.5936
723050.00	2.3828
723100.00	1.6918
723150.00	1.3707
723200.00	0.9167
723250.00	0.8178
723300.00	0.3616
723350.00	0.3877
723400.00	0.1226
723450.00	0.2147
723500.00	0.0897
723550.00	0.3014
723600.00	0.6143
723650.00	0.8347
723700.00	1.0844
723750.00	1.2992
723800.00	1.6488
723850.00	2.1354
723900.00	2.4859
723950.00	2.5684
724000.00	2.8527
724050.00	3.1227
724100.00	3.6078
724150.00	3.6626
724200.00	4.1280
724250.00	4.3409
724300.00	4.4434
724350.00	4.9140
724400.00	4.7464
724450.00	5.0000
724500.00	5.0000
724550.00	5.0000
724600.00	5.0000
724650.00	5.0000
724700.00	5.0000
724750.00	4.8265
724800.00	4.4802
724850.00	4.6139
724900.00	3.8072
724950.00	3.3120
725000.00	3.0093
725050.00	2.2810
725100.00	1.8671
725150.00	1.6385
725200.00	1.1549
725250.00	0.6949
725300.00	0.4606
725350.00	0.2060
725400.00	0.1402
725450.00	0.0320
725500.00	0.1121
725550.00	0.2409
725600.00	0.4223
725650.00	0.8799
725700.00	1.1287
725750.00	1.2294
725800.00	1.5143
725850.00	1.9569
725900.00	2.5470
725950.00	2.4673
726000.00	2.8609
726050.00	3.1674
726100.00	3.4080
726150.00	3.6194
726200.00	4.0563
726250.00	4.2054
726300.00	4.4735
726350.00	4.6481
726400.00	4.8682
726450.00	5.0000
726500.00	5.0000
726550.00	5.0000
726600.00	5.0000
726650.00	4.9636
726700.00	5.0000
726750.00	4.7879
726800.00	4.6489
726850.00	3.9478
726900.00	3.7149
726950.00	3.1022
727000.00	2.7497
727050.00	2.1537
727100.00	1.7356
727150.00	1.0346
727200.00	0.8709
727250.00	0.4348
727300.00	0.1379
727350.00	0.1472
727400.00	0.0000
727450.00	0.0000
727500.00	0.0000
727550.00	0.0000
727600.00	0.3995
727650.00	0.3808
727700.00	0.5820
727750.00	1.1753
727800.00	1.2264
727850.00	1.3853
727900.00	1.7985
727950.00	2.0374
728000.00	2.2583
728050.00	2.7054
728100.00	3.0033
728150.00	3.4056
728200.00	3.5821
728250.00	3.8095
728300.00	3.8535
728350.00	4.2728
728400.00	4.5180
728450.00	4.5537
728500.00	4.6737
728550.00	4.5395
728600.00	4.8278
728650.00	4.8585
728700.00	4.5543
728750.00	4.2391
728800.00	4.0110
728850.00	3.6299
728900.00	3.2260
728950.00	2.8882
729000.00	2.3539
729050.00	1.9381
729100.00	1.3670
729150.00	0.7513
729200.00	0.3738
729250.00	0.0080
729300.00	0.0000
729350.00	0.0000
729400.00	0.0000
729450.00	0.0000
729500.00	0.0000
729550.00	0.0000
729600.00	0.0000
729650.00	0.0140
729700.00	0.5915
729750.00	0.5140
729800.00	1.0759
729850.00	1.2503
729900.00	1.6745
729950.00	2.0663
730000.00	2.4077
730050.00	2.5640
730100.00	2.9372
730150.00	3.0305
730200.00	3.3941
730250.00	3.7300
730300.00	3.8832
730350.00	3.9981
730400.00	4.2252
730450.00	4.5484
730500.00	4.4250
730550.00	4.5237
730600.00	4.7321
730650.00	4.5635
730700.00	4.3255
730750.00	4.4699
730800.00	3.9087
730850.00	3.6795
730900.00	3.2310
730950.00	2.8237
731000.00	2.2759
731050.00	1.9778
731100.00	1.4229
731150.00	1.0727
731200.00	0.4730
731250.00	0.4561
731300.00	0.0000
731350.00	0.0000
731400.00	0.0000
731450.00	0.0000
731500.00	0.0000
731550.00	0.0000
731600.00	0.1344
731650.00	0.3629
731700.00	0.5089
731750.00	1.0446
731800.00	1.3591
731850.00	1.7868
731900.00	2.1574
731950.00	2.3057
732000.00	2.4268
732050.00	3.0821
732100.00	3.0305
732150.00	3.4658
732200.00	3.6573
732250.00	3.8893
732300.00	4.2738
732350.00	4.4369
732400.00	4.6731
732450.00	4.6879
732500.00	4.9005
732550.00	4.9158
732600.00	5.0000
732650.00	4.9835
732700.00	5.0000
732750.00	4.6671
732800.00	4.1799
732850.00	4.2687
732900.00	3.7602
732950.00	3.2473
733000.00	2.7355
733050.00	2.1863
733100.00	2.0516
733150.00	1.3714
733200.00	0.7487
733250.00	0.6509
733300.00	0.4858
733350.00	0.1730
733400.00	0.0000
733450.00	0.0000
733500.00	0.0046
733550.00	0.4425
733600.00	0.4594
733650.00	0.5247
733700.00	1.0668
733750.00	1.3555
733800.00	1.6140
733850.00	1.8765
733900.00	2.1967
733950.00	2.7699
734000.00	2.9716
734050.00	3.2887
734100.00	3.5376
734150.00	3.8134
734200.00	3.9737
734250.00	4.2507
734300.00	4.6486
734350.00	4.8961
734400.00	4.7752
734450.00	5.0000
734500.00	5.0000
734550.00	5.0000
734600.00	5.0000
734650.00	5.0000
734700.00	5.0000
734750.00	4.9493
734800.00	4.7938
734850.00	4.4186
734900.00	3.7664
734950.00	3.5296
735000.00	3.0979
735050.00	2.4752
735100.00	1.9553
735150.00	1.3305
735200.00	1.1812
735250.00	0.7663
735300.00	0.3477
735350.00	0.2200
735400.00	0.1662
735450.00	0.0564
735500.00	0.1821
735550.00	0.1042
735600.00	0.6714
735650.00	0.7566
735700.00	0.9044
735750.00	1.0461
735800.00	1.7811
735850.00	2.0427
735900.00	2.3136
735950.00	2.6942
736000.00	2.9835
736050.00	3.1801
736100.00	3.3906
736150.00	3.6243
736200.00	3.9682
736250.00	4.3185
736300.00	4.3597
736350.00	4.7546
736400.00	4.8057
736450.00	4.9605
736500.00	5.0000
736550.00	5.0000
736600.00	5.0000
736650.00	4.9482
736700.00	5.0000
736750.00	4.6927
736800.00	4.3912
736850.00	3.8047
736900.00	3.6871
736950.00	3.0539
737000.00	2.7371
737050.00	2.0401
737100.00	1.8938
737150.00	1.2700
737200.00	1.0493
737250.00	0.2873
737300.00	0.3055
737350.00	0.0000
737400.00	0.0000
737450.00	0.0000
737500.00	0.0000
737550.00	0.0000
737600.00	0.0231
737650.00	0.2220
737700.00	0.5970
737750.00	0.9647
737800.00	1.4029
737850.00	1.6134
737900.00	2.0274
737950.00	2.0096
738000.00	2.4223
738050.00	2.8342
738100.00	3.0529
738150.00	3.1606
738200.00	3.6186
738250.00	3.6756
738300.00	3.8674
738350.00	4.2250
738400.00	4.3518
738450.00	4.4436
738500.00	4.5562
738550.00	4.5628
738600.00	4.6538
738650.00	4.7768
738700.00	4.5448
738750.00	4.4255
738800.00	4.0924
738850.00	3.6068
738900.00	3.0714
738950.00	2.6993
739000.00	2.2398
739050.00	1.7278
739100.00	1.4402
739150.00	0.9715
739200.00	0.6993
739250.00	0.0000
739300.00	0.0000
739350.00	0.0000
739400.00	0.0000
739450.00	0.0000
739500.00	0.0000
739550.00	0.0000
739600.00	0.0000
739650.00	0.0335
739700.00	0.1126
739750.00	0.7152
739800.00	0.9446
739850.00	1.2261
739900.00	1.7263
739950.00	1.8122
740000.00	2.3818
740050.00	2.6293
740100.00	2.7978
740150.00	3.1024
740200.00	3.2218
740250.00	3.6997
740300.00	3.8658
740350.00	4.0931
740400.00	4.3189
740450.00	4.3495
740500.00	4.3737
740550.00	4.7519
740600.00	4.7425
740650.00	4.5520
740700.00	4.5490
740750.00	4.4587
740800.00	4.1773
740850.00	3.6357
740900.00	3.1267
740950.00	2.7013
741000.00	2.3446
741050.00	2.0676
741100.00	1.3222
741150.00	0.8831
741200.00	0.4721
741250.00	0.1363
741300.00	0.0000
741350.00	0.0000
741400.00	0.0000
741450.00	0.0000
741500.00	0.0054
741550.00	0.0000
741600.00	0.2567
741650.00	0.4939
741700.00	0.5754
741750.00	0.8990
741800.00	1.1693
741850.00	1.5062
741900.00	1.9456
741950.00	2.2686
742000.00	2.3818
742050.00	3.1446
742100.00	3.1215
742150.00	3.4331
742200.00	3.6129
742250.00	3.9089
742300.00	4.1392
742350.00	4.4072
742400.00	4.6097
742450.00	4.8824
742500.00	4.9486
742550.00	5.0000
742600.00	5.0000
742650.00	5.0000
742700.00	4.8571
742750.00	4.8186
742800.00	4.4737
742850.00	4.0823
742900.00	3.6837
742950.00	3.2499
743000.00	2.7916
743050.00	2.2932
743100.00	1.7519
743150.00	1.4570
743200.00	1.0566
743250.00	0.8257
743300.00	0.2686
743350.00	0.2342
743400.00	0.0000
743450.00	0.1432
743500.00	0.0000
743550.00	0.1418
743600.00	0.5079
743650.00	0.6516
743700.00	0.9297
743750.00	1.2804
743800.00	1.7554
743850.00	1.8870
743900.00	2.3179
743950.00	2.5941
744000.00	3.0403
744050.00	3.3330
744100.00	3.2880
744150.00	3.8995
744200.00	3.9566
744250.00	4.3038
744300.00	4.3962
744350.00	4.7709
744400.00	5.0000
744450.00	5.0000
744500.00	5.0000
744550.00	5.0000
744600.00	5.0000
744650.00	5.0000
744700.00	5.0000
744750.00	4.8164
744800.00	4.5465
744850.00	4.3259
744900.00	4.0299
744950.00	3.3255
745000.00	3.1108
745050.00	2.4666
745100.00	1.8732
745150.00	1.4630
745200.00	1.3090
745250.00	0.5747
745300.00	0.3706
745350.00	0.3734
745400.00	0.1736
745450.00	0.0285
745500.00	0.2975
745550.00	0.4356
745600.00	0.5492
745650.00	0.6812
745700.00	0.9813
745750.00	1.3754
745800.00	1.5002
745850.00	2.1351
745900.00	2.4924
745950.00	2.5623
746000.00	2.9230
746050.00	3.2991
746100.00	3.6557
746150.00	3.8612
746200.00	3.7094
746250.00	4.1130
746300.00	4.4321
746350.00	4.5181
746400.00	4.9749
746450.00	5.0000
746500.00	4.9319
746550.00	5.0000
746600.00	5.0000
746650.00	5.0000
746700.00	4.8843
746750.00	4.8171
746800.00	4.3118
746850.00	3.7498
746900.00	3.4554
746950.00	3.0605
747000.00	2.6095
747050.00	2.2020
747100.00	1.5485
747150.00	1.0585
747200.00	0.6642
747250.00	0.2761
747300.00	0.0531
747350.00	0.0000
747400.00	0.0000
747450.00	0.0000
747500.00	0.0000
747550.00	0.0000
747600.00	0.2300
747650.00	0.3546
747700.00	0.7762
747750.00	0.8125
747800.00	1.2574
747850.00	1.5088
747900.00	1.7403
747950.00	2.1789
748000.00	2.6822
748050.00	2.6466
748100.00	2.9964
748150.00	3.1065
748200.00	3.3314
748250.00	3.6449
748300.00	3.9067
748350.00	4.1179
748400.00	4.3240
748450.00	4.3085
748500.00	4.5479
748550.00	4.7514
748600.00	4.5383
748650.00	4.6021
748700.00	4.5506
748750.00	4.2166
748800.00	4.0714
748850.00	3.4978
748900.00	3.3759
748950.00	2.8544
749000.00	2.3270
749050.00	1.9526
749100.00	1.2830
749150.00	0.7809
749200.00	0.5986
749250.00	0.2965
749300.00	0.0000
749350.00	0.0000
749400.00	0.0000
749450.00	0.0000
749500.00	0.0000
749550.00	0.0000
749600.00	0.0000
749650.00	0.1591
749700.00	0.3951
749750.00	0.5607
749800.00	0.9110
749850.00	1.2769
749900.00	1.7871
749950.00	2.1017
750000.00	2.3751
750050.00	2.6241
750100.00	2.8954
750150.00	3.1433
750200.00	3.4135
750250.00	3.6667
750300.00	3.6748
750350.00	3.9668
750400.00	4.1352
750450.00	4.5594
750500.00	4.7545
750550.00	4.3767
750600.00	4.8476
750650.00	4.6266
750700.00	4.6214
750750.00	4.3685
750800.00	4.2135
750850.00	3.7286
750900.00	3.1417
750950.00	2.8467
751000.00	2.4439
751050.00	1.8662
751100.00	1.4886
751150.00	0.9468
751200.00	0.4746
751250.00	0.0698
751300.00	0.0000
751350.00	0.0000
751400.00	0.0000
751450.00	0.0000
751500.00	0.0000
751550.00	0.0000
751600.00	0.2096
751650.00	0.1846
751700.00	0.7092
751750.00	1.2883
751800.00	1.4543
751850.00	1.6314
751900.00	2.0487
751950.00	2.1017
752000.00	2.3853
752050.00	2.8728
752100.00	3.2005
752150.00	3.5566
752200.00	3.6198
752250.00	3.9642
752300.00	4.2012
752350.00	4.3918
752400.00	4.6028
752450.00	4.6833
752500.00	4.9549
752550.00	5.0000
752600.00	4.9836
752650.00	5.0000
752700.00	5.0000
752750.00	4.7795
752800.00	4.3099
752850.00	4.1132
752900.00	3.5969
752950.00	3.2746
753000.00	2.6791
753050.00	2.4532
753100.00	1.9130
753150.00	1.5035
753200.00	1.0835
753250.00	0.5791
753300.00	0.2899
753350.00	0.3632
753400.00	0.0354
753450.00	0.0000
753500.00	0.2356
753550.00	0.2772
753600.00	0.6487
753650.00	0.7553
753700.00	1.0183
753750.00	1.5217
753800.00	1.4832
753850.00	1.9287
753900.00	2.2179
753950.00	2.3761
754000.00	3.0467
754050.00	3.1643
754100.00	3.6168
754150.00	3.8208
754200.00	4.1027
754250.00	4.2208
754300.00	4.4171
754350.00	4.7371
754400.00	5.0000
754450.00	5.0000
754500.00	5.0000
754550.00	5.0000
754600.00	5.0000
754650.00	5.0000
754700.00	5.0000
754750.00	4.9136
754800.00	4.6152
754850.00	4.3593
754900.00	3.9846
754950.00	3.6994
755000.00	3.0681
755050.00	2.6688
755100.00	1.8866
755150.00	1.3270
755200.00	1.0974
755250.00	0.8443
755300.00	0.5425
755350.00	0.4045
755400.00	0.0000
755450.00	0.2738
755500.00	0.2220
755550.00	0.1289
755600.00	0.5963
755650.00	0.7750
755700.00	1.0821
755750.00	1.4611
755800.00	1.7093
755850.00	1.7990
755900.00	2.2712
755950.00	2.3965
756000.00	2.9581
756050.00	3.3245
756100.00	3.2721
756150.00	3.5938
756200.00	3.8118
756250.00	4.0964
756300.00	4.4215
756350.00	4.5242
756400.00	4.8393
756450.00	5.0000
756500.00	5.0000
756550.00	4.9617
756600.00	5.0000
756650.00	5.0000
756700.00	5.0000
756750.00	4.6837
756800.00	4.3282
756850.00	3.9457
756900.00	3.5157
756950.00	3.1853
757000.00	2.7899
757050.00	2.3363
757100.00	1.6198
757150.00	1.1992
757200.00	0.7632
757250.00	0.3338
757300.00	0.2079
757350.00	0.0000
757400.00	0.0000
757450.00	0.0000
757500.00	0.0000
757550.00	0.0157
757600.00	0.0323
757650.00	0.4807
757700.00	0.6808
757750.00	0.8986
757800.00	1.2914
757850.00	1.6193
757900.00	2.0172
757950.00	2.0614
758000.00	2.6333
758050.00	2.7517
758100.00	2.9510
758150.00	3.1995
758200.00	3.3864
758250.00	3.5305
758300.00	4.0420
758350.00	4.4043
758400.00	4.1570
758450.00	4.3923
758500.00	4.7132
758550.00	4.6857
758600.00	4.8014
758650.00	4.6326
758700.00	4.4458
758750.00	4.2834
758800.00	3.7446
758850.00	3.5431
758900.00	3.3831
758950.00	2.9535
759000.00	2.4891
759050.00	1.8706
759100.00	1.0518
759150.00	0.7788
759200.00	0.5929
759250.00	0.2703
759300.00	0.0000
759350.00	0.0000
759400.00	0.0000
759450.00	0.0000
759500.00	0.0000
759550.00	0.0000
759600.00	0.0000
759650.00	0.1108
759700.00	0.4046
759750.00	0.7547
759800.00	1.1050
759850.00	1.2682
759900.00	1.5487
759950.00	2.1509
760000.00	2.0882
760050.00	2.7678
760100.00	2.6165
760150.00	3.0398
760200.00	3.4812
760250.00	3.6097
760300.00	3.6853
760350.00	4.1128
760400.00	4.2667
760450.00	4.4006
760500.00	4.4811
760550.00	4.6328
760600.00	4.5900
760650.00	4.9084
760700.00	4.4711
760750.00	4.2629
760800.00	3.9757
760850.00	3.9167
760900.00	3.1086
760950.00	2.9025
761000.00	2.3533
761050.00	1.7213
761100.00	1.3113
761150.00	0.9927
761200.00	0.4424
761250.00	0.2313
761300.00	0.1372
761350.00	0.0000
761400.00	0.0000
761450.00	0.0000
761500.00	0.0000
761550.00	0.0000
761600.00	0.0841
761650.00	0.3645
761700.00	0.8325
761750.00	0.9460
761800.00	1.1416
761850.00	1.7538
761900.00	2.0973
761950.00	2.2940
762000.00	2.5445
762050.00	2.9441
762100.00	3.1273
762150.00	3.1786
762200.00	3.7557
762250.00	4.0480
762300.00	4.3550
762350.00	4.3199
762400.00	4.6386
762450.00	4.8156
762500.00	4.9316
762550.00	5.0000
762600.00	5.0000
762650.00	5.0000
762700.00	4.9750
762750.00	4.8447
762800.00	4.3442
762850.00	4.0806
762900.00	3.6556
762950.00	3.1951
763000.00	2.5941
763050.00	2.3029
763100.00	1.8765
763150.00	1.3466
763200.00	0.9562
763250.00	0.6618
763300.00	0.5103
763350.00	0.1038
763400.00	0.0000
763450.00	0.0328
763500.00	0.3408
763550.00	0.1206
763600.00	0.5460
763650.00	0.8651
763700.00	0.7368
763750.00	1.3878
763800.00	1.7403
763850.00	1.9668
763900.00	2.2468
763950.00	2.5686
764000.00	2.9025
764050.00	3.1950
764100.00	3.4493
764150.00	3.7328
764200.00	4.1728
764250.00	4.1297
764300.00	4.2990
764350.00	4.8711
764400.00	4.8988
764450.00	5.0000
764500.00	5.0000
764550.00	5.0000
764600.00	5.0000
764650.00	5.0000
764700.00	5.0000
764750.00	4.9060
764800.00	4.4027
764850.00	4.4647
764900.00	3.8969
764950.00	3.5440
765000.00	3.0344
765050.00	2.5436
765100.00	1.9839
765150.00	1.5657
765200.00	0.9838
765250.00	0.6008
765300.00	0.4463
765350.00	0.1776
765400.00	0.3187
765450.00	0.1685
765500.00	0.0958
765550.00	0.2816
765600.00	0.5254
765650.00	0.7465
765700.00	1.0689
765750.00	1.3495
765800.00	1.4908
765850.00	1.7177
765900.00	2.2435
765950.00	2.6579
766000.00	2.8368
766050.00	3.3052
766100.00	3.4154
766150.00	3.8373
766200.00	4.0559
766250.00	4.2770
766300.00	4.2276
766350.00	4.5794
766400.00	4.9077
766450.00	4.9475
766500.00	5.0000
766550.00	4.9293
766600.00	5.0000
766650.00	4.9490
766700.00	4.6720
766750.00	4.6605
766800.00	4.1248
766850.00	3.9336
766900.00	3.9550
766950.00	3.1383
767000.00	2.5168
767050.00	2.1825
767100.00	1.5703
767150.00	1.3076
767200.00	0.6690
767250.00	0.4425
767300.00	0.0000
767350.00	0.2251
767400.00	0.0000
767450.00	0.0000
767500.00	0.0000
767550.00	0.0000
767600.00	0.0416
767650.00	0.2785
767700.00	0.8515
767750.00	0.8845
767800.00	1.0078
767850.00	1.4380
767900.00	1.9987
767950.00	2.1567
768000.00	2.4582
768050.00	2.8893
768100.00	2.9184
768150.00	3.3398
768200.00	3.4264
768250.00	3.8085
768300.00	3.9138
768350.00	4.1376
768400.00	4.4495
768450.00	4.5961
768500.00	4.6032
768550.00	4.6346
768600.00	4.8932
768650.00	4.7155
768700.00	4.4686
768750.00	4.2321
768800.00	4.1534
768850.00	3.6942
768900.00	3.2497
768950.00	2.8243
769000.00	2.3609
769050.00	1.8108
769100.00	1.4670
769150.00	1.0061
769200.00	0.4977
769250.00	0.2405
769300.00	0.0000
769350.00	0.0000
769400.00	0.0000
769450.00	0.0000
769500.00	0.0000
769550.00	0.0000
769600.00	0.0936
769650.00	0.0440
769700.00	0.3772
769750.00	0.6810
769800.00	0.9856
769850.00	1.1165
769900.00	1.8406
769950.00	1.8633
770000.00	2.3055
770050.00	2.4007
770100.00	2.9203
770150.00	3.0157
770200.00	3.2283
770250.00	3.6330
770300.00	3.7592
770350.00	3.9927
770400.00	4.2793
770450.00	4.5226
770500.00	4.4578
770550.00	4.5180
770600.00	4.6627
770650.00	4.6809
770700.00	4.6754
770750.00	4.1792
770800.00	4.0025
770850.00	3.8445
770900.00	3.5421
770950.00	2.7402
771000.00	2.2934
771050.00	1.9378
771100.00	1.3403
771150.00	0.8636
771200.00	0.5754
771250.00	0.3861
771300.00	0.0000
771350.00	0.0000
771400.00	0.0000
771450.00	0.0000
771500.00	0.0000
771550.00	0.0000
771600.00	0.0302
771650.00	0.4131
771700.00	0.6041
771750.00	1.0090
771800.00	1.2553
771850.00	1.7187
771900.00	1.7784
771950.00	2.1444
772000.00	2.4050
772050.00	2.8626
772100.00	2.9691
772150.00	3.3422
772200.00	3.5552
772250.00	4.1185
772300.00	4.0632
772350.00	4.2532
772400.00	4.6413
772450.00	4.9882
772500.00	4.9074
772550.00	5.0000
772600.00	5.0000
772650.00	5.0000
772700.00	4.9371
772750.00	4.6284
772800.00	4.4897
772850.00	3.9380
772900.00	3.6314
772950.00	3.4348
773000.00	2.9442
773050.00	2.3524
773100.00	1.5875
773150.00	1.2202
773200.00	0.8757
773250.00	0.5910
773300.00	0.1910
773350.00	0.1246
773400.00	0.2673
773450.00	0.0918
773500.00	0.1410
773550.00	0.1378
773600.00	0.2713
773650.00	0.5788
773700.00	0.8192
773750.00	1.3475
773800.00	1.7139
773850.00	1.8831
773900.00	2.3421
773950.00	2.8158
774000.00	3.1769
774050.00	3.3237
774100.00	3.4872
774150.00	3.8627
774200.00	4.1921
774250.00	4.0345
774300.00	4.6867
774350.00	4.6610
774400.00	4.8577
774450.00	5.0000
774500.00	5.0000
774550.00	5.0000
774600.00	5.0000
774650.00	5.0000
774700.00	5.0000
774750.00	4.9880
774800.00	4.6296
774850.00	4.4073
774900.00	4.0448
774950.00	3.5832
775000.00	3.0285
775050.00	2.5902
775100.00	2.0894
775150.00	1.8403
775200.00	1.2453
775250.00	0.7307
775300.00	0.3490
775350.00	0.2278
775400.00	0.1078
775450.00	0.1848
775500.00	0.0977
775550.00	0.4572
775600.00	0.3427
775650.00	0.5588
775700.00	1.0201
775750.00	1.2401
775800.00	1.5067
775850.00	1.8993
775900.00	2.1970
775950.00	2.5918
776000.00	2.8058
776050.00	3.0921
776100.00	3.4205
776150.00	3.7961
776200.00	4.0942
776250.00	4.1686
776300.00	4.3991
776350.00	4.5554
776400.00	4.8187
776450.00	4.9617
776500.00	5.0000
776550.00	4.8692
776600.00	5.0000
776650.00	5.0000
776700.00	4.9082
776750.00	4.5899
776800.00	4.2625
776850.00	4.1606
776900.00	3.5571
776950.00	2.9733
777000.00	2.7909
777050.00	2.2346
777100.00	1.6641
777150.00	1.0941
777200.00	0.7621
777250.00	0.5559
777300.00	0.0000
777350.00	0.0000
777400.00	0.0000
777450.00	0.0000
777500.00	0.0000
777550.00	0.0202
777600.00	0.2636
777650.00	0.4066
777700.00	0.7174
777750.00	0.9834
777800.00	1.2644
777850.00	1.4227
777900.00	1.7640
777950.00	2.0249
778000.00	2.4565
778050.00	2.7768
778100.00	2.8378
778150.00	3.2726
778200.00	3.4015
778250.00	3.6111
778300.00	3.8857
778350.00	4.0321
778400.00	4.4239
778450.00	4.4862
778500.00	4.7208
778550.00	4.6380
778600.00	4.6526
778650.00	4.8696
778700.00	4.3207
778750.00	4.4646
778800.00	4.2290
778850.00	3.7722
778900.00	3.2296
778950.00	2.9817
779000.00	2.2817
779050.00	1.7330
779100.00	1.2759
779150.00	0.7866
779200.00	0.3203
779250.00	0.2088
779300.00	0.0000
779350.00	0.0000
779400.00	0.0000
779450.00	0.0000
779500.00	0.0000
779550.00	0.0000
779600.00	0.0000
779650.00	0.2356
779700.00	0.4487
779750.00	0.7678
779800.00	1.0142
779850.00	1.3149
779900.00	1.7706
779950.00	1.9188
780000.00	2.3852
780050.00	2.7196
780100.00	2.7449
780150.00	3.0266
780200.00	3.2991
780250.00	3.4337
780300.00	3.7870
780350.00	4.2178
780400.00	4.1332
780450.00	4.5856
780500.00	4.5040
780550.00	4.8907
780600.00	4.5781
780650.00	4.5990
780700.00	4.3907
780750.00	4.2252
780800.00	4.2012
780850.00	3.7604
780900.00	3.4288
780950.00	2.7015
781000.00	2.4606
781050.00	1.7755
781100.00	1.2492
781150.00	0.9834
781200.00	0.5735
781250.00	0.2066
781300.00	0.0158
781350.00	0.0000
781400.00	0.0000
781450.00	0.0000
781500.00	0.0000
781550.00	0.0811
781600.00	0.0220
781650.00	0.1267
781700.00	0.4588
781750.00	0.8910
781800.00	1.5215
781850.00	1.6174
781900.00	1.8716
781950.00	2.1838
782000.00	2.4154
782050.00	2.9743
782100.00	3.1416
782150.00	3.6772
782200.00	3.7635
782250.00	4.0406
782300.00	4.1530
782350.00	4.2767
782400.00	4.5066
782450.00	4.6215
782500.00	5.0000
782550.00	4.9619
782600.00	5.0000
782650.00	5.0000
782700.00	4.8509
782750.00	4.5579
782800.00	4.4712
782850.00	4.0751
782900.00	3.8145
782950.00	3.1772
783000.00	2.8619
783050.00	2.4969
783100.00	1.8517
783150.00	1.4594
783200.00	1.0259
783250.00	0.8394
783300.00	0.3856
783350.00	0.2382
783400.00	0.0509
783450.00	0.0000
783500.00	0.0000
783550.00	0.4119
783600.00	0.3470
783650.00	0.8157
783700.00	1.0706
783750.00	1.4487
783800.00	1.6061
783850.00	1.9040
783900.00	2.3698
783950.00	2.6044
784000.00	2.7942
784050.00	3.4639
784100.00	3.4132
784150.00	3.6549
784200.00	4.0008
784250.00	4.4258
784300.00	4.2488
784350.00	4.8667
784400.00	4.8125
784450.00	5.0000
784500.00	5.0000
784550.00	5.0000
784600.00	5.0000
784650.00	5.0000
784700.00	5.0000
784750.00	4.9530
784800.00	4.6898
784850.00	4.3767
784900.00	3.9179
784950.00	3.2983
785000.00	2.9363
785050.00	2.5504
785100.00	1.9045
785150.00	1.5999
785200.00	1.1030
785250.00	0.7152
785300.00	0.6017
785350.00	0.0506
785400.00	0.0666
785450.00	0.2713
785500.00	0.4014
785550.00	0.5885
785600.00	0.5155
785650.00	0.8096
785700.00	1.1344
785750.00	1.4942
785800.00	1.6952
785850.00	2.0869
785900.00	2.3435
785950.00	2.6533
786000.00	2.7700
786050.00	3.1173
786100.00	3.3583
786150.00	3.5317
786200.00	3.7195
786250.00	4.1000
786300.00	4.3404
786350.00	4.5900
786400.00	4.8276
786450.00	4.9374
786500.00	4.9990
786550.00	4.9861
786600.00	5.0000
786650.00	5.0000
786700.00	4.8593
786750.00	4.6802
786800.00	4.3305
786850.00	4.0002
786900.00	3.5805
786950.00	3.1494
787000.00	2.7668
787050.00	2.2283
787100.00	1.8636
787150.00	1.3492
787200.00	1.0105
787250.00	0.4771
787300.00	0.1848
787350.00	0.0000
787400.00	0.0000
787450.00	0.0000
787500.00	0.0000
787550.00	0.1262
787600.00	0.0000
787650.00	0.4258
787700.00	0.5445
787750.00	1.0860
787800.00	1.4148
787850.00	1.6414
787900.00	2.0370
787950.00	2.1878
788000.00	2.7424
788050.00	2.8385
788100.00	2.9036
788150.00	3.2723
788200.00	3.4882
788250.00	3.7093
788300.00	3.7618
788350.00	4.2130
788400.00	4.1848
788450.00	4.2033
788500.00	4.5817
788550.00	4.6005
788600.00	4.5979
788650.00	4.2724
788700.00	4.4134
788750.00	4.2896
788800.00	3.9543
788850.00	3.7268
788900.00	3.4364
788950.00	2.8724
789000.00	2.4435
789050.00	1.9507
789100.00	1.2002
789150.00	0.9077
789200.00	0.5533
789250.00	0.0233
789300.00	0.0000
789350.00	0.0000
789400.00	0.0000
789450.00	0.0000
789500.00	0.0000
789550.00	0.0000
789600.00	0.0000
789650.00	0.2327
789700.00	0.2852
789750.00	0.5897
789800.00	1.0927
789850.00	1.2593
789900.00	1.6032
789950.00	1.7636
